,Source,Destination,TravelTimeInMin
1720,KAGGADASAPURA,MURGESH PALLYA,45
1721,MURGESH PALLYA,KAGGADASAPURA,45
1722,KAGGADASAPURA,NEW TIPPASANDRA,37
1723,NEW TIPPASANDRA,KAGGADASAPURA,37
1724,KAGGADASAPURA,PANATHUR,61
1725,PANATHUR,KAGGADASAPURA,61
1726,KAGGADASAPURA,WHITEFIELD,56
1727,WHITEFIELD,KAGGADASAPURA,56
1728,KAGGADASAPURA,AIRPORT,96
1729,AIRPORT,KAGGADASAPURA,96
1730,KAGGADASAPURA,DEVANAHALLI,98
1731,DEVANAHALLI,KAGGADASAPURA,98
1732,KAGGADASAPURA,HEBBAL,71
1733,HEBBAL,KAGGADASAPURA,71
1734,KAGGADASAPURA,THANISANDRA,69
1735,THANISANDRA,KAGGADASAPURA,69
1736,KAGGADASAPURA,YELAHANKA,91
1737,YELAHANKA,KAGGADASAPURA,91
1738,KAGGADASAPURA,AREKERE,85
1739,AREKERE,KAGGADASAPURA,85
1740,KAGGADASAPURA,BANASHANKARI,84
1741,BANASHANKARI,KAGGADASAPURA,84
1742,KAGGADASAPURA,BELLANDUR,63
1743,BELLANDUR,KAGGADASAPURA,63
1744,KAGGADASAPURA,BILEKAHALLI,78
1745,BILEKAHALLI,KAGGADASAPURA,78
1746,KAGGADASAPURA,BOMMANAHALLI,73
1747,BOMMANAHALLI,KAGGADASAPURA,73
1748,KAGGADASAPURA,BOMMASANDRA,85
1749,BOMMASANDRA,KAGGADASAPURA,85
1750,KAGGADASAPURA,BTM LAYOUT,74
1751,BTM LAYOUT,KAGGADASAPURA,74
1752,KAGGADASAPURA,CHOODASANDRA,74
1753,CHOODASANDRA,KAGGADASAPURA,74
1754,KAGGADASAPURA,DOMLUR,47
1755,DOMLUR,KAGGADASAPURA,47
1756,KAGGADASAPURA,ELECTRONIC CITY,81
1757,ELECTRONIC CITY,KAGGADASAPURA,81
1758,KAGGADASAPURA,HARALUR,68
1759,HARALUR,KAGGADASAPURA,68
1760,KAGGADASAPURA,J. P. NAGAR,90
1761,J. P. NAGAR,KAGGADASAPURA,90
1762,KAGGADASAPURA,JAYANAGAR,74
1763,JAYANAGAR,KAGGADASAPURA,74
1764,KAGGADASAPURA,KAIKONDRAHALLI,62
1765,KAIKONDRAHALLI,KAGGADASAPURA,62
1766,KAGGADASAPURA,KASAVANAHALLI,67
1767,KASAVANAHALLI,KAGGADASAPURA,67
1768,KAGGADASAPURA,RR NAGAR,91
1769,RR NAGAR,KAGGADASAPURA,91
1770,KAGGADASAPURA,S.G. PALYA,70
1771,S.G. PALYA,KAGGADASAPURA,70
1772,KAGGADASAPURA,BALAGERE,60
1773,BALAGERE,KAGGADASAPURA,60
1774,KAGGADASAPURA,KADUGODI,73
1775,KADUGODI,KAGGADASAPURA,73
1776,KAGGADASAPURA,MATHIKERE,80
1777,MATHIKERE,KAGGADASAPURA,80
1778,KAGGADASAPURA,RAJAJINAGAR,83
1779,RAJAJINAGAR,KAGGADASAPURA,83
1780,KAGGADASAPURA,VIDYARANYAPURA,81
1781,VIDYARANYAPURA,KAGGADASAPURA,81
1782,KAGGADASAPURA,VIJAYANAGAR,81
1783,VIJAYANAGAR,KAGGADASAPURA,81
1784,KAGGADASAPURA,YESWANTHPUR,82
1785,YESWANTHPUR,KAGGADASAPURA,82
1786,KODIHALLI,KRISHNARAJAPURA,65
1787,KRISHNARAJAPURA,KODIHALLI,65
1788,KODIHALLI,MAHADEVAPURA,57
1789,MAHADEVAPURA,KODIHALLI,57
1790,KODIHALLI,MARATHAHALLI,50
1791,MARATHAHALLI,KODIHALLI,50
1792,KODIHALLI,MUNNEKOLLAL,54
1793,MUNNEKOLLAL,KODIHALLI,54
1794,KODIHALLI,MURGESH PALLYA,38
1795,MURGESH PALLYA,KODIHALLI,38
1796,KODIHALLI,NEW TIPPASANDRA,41
1797,NEW TIPPASANDRA,KODIHALLI,41
1798,KODIHALLI,PANATHUR,63
1799,PANATHUR,KODIHALLI,63
1800,KODIHALLI,WHITEFIELD,58
1801,WHITEFIELD,KODIHALLI,58
1802,KODIHALLI,AIRPORT,97
1803,AIRPORT,KODIHALLI,97
1804,KODIHALLI,DEVANAHALLI,99
1805,DEVANAHALLI,KODIHALLI,99
1806,KODIHALLI,HEBBAL,72
1807,HEBBAL,KODIHALLI,72
1808,KODIHALLI,THANISANDRA,72
1809,THANISANDRA,KODIHALLI,72
1810,KODIHALLI,YELAHANKA,92
1811,YELAHANKA,KODIHALLI,92
1812,KODIHALLI,AREKERE,70
1813,AREKERE,KODIHALLI,70
1814,KODIHALLI,BANASHANKARI,70
1815,BANASHANKARI,KODIHALLI,70
1816,KODIHALLI,BELLANDUR,57
1817,BELLANDUR,KODIHALLI,57
1818,KODIHALLI,BILEKAHALLI,64
1819,BILEKAHALLI,KODIHALLI,64
1820,KODIHALLI,BOMMANAHALLI,58
1821,BOMMANAHALLI,KODIHALLI,58
1822,KODIHALLI,BOMMASANDRA,78
1823,BOMMASANDRA,KODIHALLI,78
1824,KODIHALLI,BTM LAYOUT,60
1825,BTM LAYOUT,KODIHALLI,60
1826,KODIHALLI,CHOODASANDRA,70
1827,CHOODASANDRA,KODIHALLI,70
1828,KODIHALLI,DOMLUR,34
1829,DOMLUR,KODIHALLI,34
1830,KODIHALLI,ELECTRONIC CITY,67
1831,ELECTRONIC CITY,KODIHALLI,67
1832,KODIHALLI,HARALUR,64
1833,HARALUR,KODIHALLI,64
1834,KODIHALLI,J. P. NAGAR,76
1835,J. P. NAGAR,KODIHALLI,76
1836,KODIHALLI,JAYANAGAR,60
1837,JAYANAGAR,KODIHALLI,60
1838,KODIHALLI,KAIKONDRAHALLI,58
1839,KAIKONDRAHALLI,KODIHALLI,58
1840,KODIHALLI,KASAVANAHALLI,63
1841,KASAVANAHALLI,KODIHALLI,63
1842,KODIHALLI,RR NAGAR,77
1843,RR NAGAR,KODIHALLI,77
1844,KODIHALLI,S.G. PALYA,56
1845,S.G. PALYA,KODIHALLI,56
1846,KODIHALLI,BALAGERE,63
1847,BALAGERE,KODIHALLI,63
1848,KODIHALLI,KADUGODI,75
1849,KADUGODI,KODIHALLI,75
1850,KODIHALLI,MATHIKERE,75
1851,MATHIKERE,KODIHALLI,75
1852,KODIHALLI,RAJAJINAGAR,72
1853,RAJAJINAGAR,KODIHALLI,72
1854,KODIHALLI,VIDYARANYAPURA,83
1855,VIDYARANYAPURA,KODIHALLI,83
1856,KODIHALLI,VIJAYANAGAR,68
1857,VIJAYANAGAR,KODIHALLI,68
1858,KODIHALLI,YESWANTHPUR,76
1859,YESWANTHPUR,KODIHALLI,76
1860,KRISHNARAJAPURA,MAHADEVAPURA,48
1861,MAHADEVAPURA,KRISHNARAJAPURA,48
1862,KRISHNARAJAPURA,MARATHAHALLI,49
1863,MARATHAHALLI,KRISHNARAJAPURA,49
1864,KRISHNARAJAPURA,MUNNEKOLLAL,52
1865,MUNNEKOLLAL,KRISHNARAJAPURA,52
1866,KRISHNARAJAPURA,MURGESH PALLYA,67
1867,MURGESH PALLYA,KRISHNARAJAPURA,67
1868,KRISHNARAJAPURA,NEW TIPPASANDRA,56
1869,NEW TIPPASANDRA,KRISHNARAJAPURA,56
1870,KRISHNARAJAPURA,PANATHUR,59
1871,PANATHUR,KRISHNARAJAPURA,59
1872,KRISHNARAJAPURA,WHITEFIELD,57
1873,WHITEFIELD,KRISHNARAJAPURA,57
1874,KRISHNARAJAPURA,AIRPORT,95
1875,AIRPORT,KRISHNARAJAPURA,95
1876,KRISHNARAJAPURA,DEVANAHALLI,91
1877,DEVANAHALLI,KRISHNARAJAPURA,91
1878,KRISHNARAJAPURA,HEBBAL,71
1879,HEBBAL,KRISHNARAJAPURA,71
1880,KRISHNARAJAPURA,THANISANDRA,68
1881,THANISANDRA,KRISHNARAJAPURA,68
1882,KRISHNARAJAPURA,YELAHANKA,90
1883,YELAHANKA,KRISHNARAJAPURA,90
1884,KRISHNARAJAPURA,AREKERE,88
1885,AREKERE,KRISHNARAJAPURA,88
1886,KRISHNARAJAPURA,BANASHANKARI,97
1887,BANASHANKARI,KRISHNARAJAPURA,97
1888,KRISHNARAJAPURA,BELLANDUR,64
1889,BELLANDUR,KRISHNARAJAPURA,64
1890,KRISHNARAJAPURA,BILEKAHALLI,81
1891,BILEKAHALLI,KRISHNARAJAPURA,81
1892,KRISHNARAJAPURA,BOMMANAHALLI,76
1893,BOMMANAHALLI,KRISHNARAJAPURA,76
1894,KRISHNARAJAPURA,BOMMASANDRA,87
1895,BOMMASANDRA,KRISHNARAJAPURA,87
1896,KRISHNARAJAPURA,BTM LAYOUT,77
1897,BTM LAYOUT,KRISHNARAJAPURA,77
1898,KRISHNARAJAPURA,CHOODASANDRA,72
1899,CHOODASANDRA,KRISHNARAJAPURA,72
1900,KRISHNARAJAPURA,DOMLUR,65
1901,DOMLUR,KRISHNARAJAPURA,65
1902,KRISHNARAJAPURA,ELECTRONIC CITY,84
1903,ELECTRONIC CITY,KRISHNARAJAPURA,84
1904,KRISHNARAJAPURA,HARALUR,70
1905,HARALUR,KRISHNARAJAPURA,70
1906,KRISHNARAJAPURA,J. P. NAGAR,93
1907,J. P. NAGAR,KRISHNARAJAPURA,93
1908,KRISHNARAJAPURA,JAYANAGAR,85
1909,JAYANAGAR,KRISHNARAJAPURA,85
1910,KRISHNARAJAPURA,KAIKONDRAHALLI,63
1911,KAIKONDRAHALLI,KRISHNARAJAPURA,63
1912,KRISHNARAJAPURA,KASAVANAHALLI,69
1913,KASAVANAHALLI,KRISHNARAJAPURA,69
1914,KRISHNARAJAPURA,RR NAGAR,104
1915,RR NAGAR,KRISHNARAJAPURA,104
1916,KRISHNARAJAPURA,S.G. PALYA,82
1917,S.G. PALYA,KRISHNARAJAPURA,82
1918,KRISHNARAJAPURA,BALAGERE,61
1919,BALAGERE,KRISHNARAJAPURA,61
1920,KRISHNARAJAPURA,KADUGODI,55
1921,KADUGODI,KRISHNARAJAPURA,55
1922,KRISHNARAJAPURA,MATHIKERE,79
1923,MATHIKERE,KRISHNARAJAPURA,79
1924,KRISHNARAJAPURA,RAJAJINAGAR,85
1925,RAJAJINAGAR,KRISHNARAJAPURA,85
1926,KRISHNARAJAPURA,VIDYARANYAPURA,81
1927,VIDYARANYAPURA,KRISHNARAJAPURA,81
1928,KRISHNARAJAPURA,VIJAYANAGAR,94
1929,VIJAYANAGAR,KRISHNARAJAPURA,94
1930,KRISHNARAJAPURA,YESWANTHPUR,81
1931,YESWANTHPUR,KRISHNARAJAPURA,81
1932,MAHADEVAPURA,MARATHAHALLI,41
1933,MARATHAHALLI,MAHADEVAPURA,41
1934,MAHADEVAPURA,MUNNEKOLLAL,48
1935,MUNNEKOLLAL,MAHADEVAPURA,48
1936,MAHADEVAPURA,MURGESH PALLYA,59
1937,MURGESH PALLYA,MAHADEVAPURA,59
1938,MAHADEVAPURA,NEW TIPPASANDRA,48
1939,NEW TIPPASANDRA,MAHADEVAPURA,48
1940,MAHADEVAPURA,PANATHUR,52
1941,PANATHUR,MAHADEVAPURA,52
1942,MAHADEVAPURA,WHITEFIELD,52
1943,WHITEFIELD,MAHADEVAPURA,52
1944,MAHADEVAPURA,AIRPORT,88
1945,AIRPORT,MAHADEVAPURA,88
1946,MAHADEVAPURA,DEVANAHALLI,90
1947,DEVANAHALLI,MAHADEVAPURA,90
1948,MAHADEVAPURA,HEBBAL,63
1949,HEBBAL,MAHADEVAPURA,63
1950,MAHADEVAPURA,THANISANDRA,61
1951,THANISANDRA,MAHADEVAPURA,61
1952,MAHADEVAPURA,YELAHANKA,82
1953,YELAHANKA,MAHADEVAPURA,82
1954,MAHADEVAPURA,AREKERE,80
1955,AREKERE,MAHADEVAPURA,80
1956,MAHADEVAPURA,BANASHANKARI,89
1957,BANASHANKARI,MAHADEVAPURA,89
1958,MAHADEVAPURA,BELLANDUR,56
1959,BELLANDUR,MAHADEVAPURA,56
1960,MAHADEVAPURA,BILEKAHALLI,74
1961,BILEKAHALLI,MAHADEVAPURA,74
1962,MAHADEVAPURA,BOMMANAHALLI,68
1963,BOMMANAHALLI,MAHADEVAPURA,68
1964,MAHADEVAPURA,BOMMASANDRA,79
1965,BOMMASANDRA,MAHADEVAPURA,79
1966,MAHADEVAPURA,BTM LAYOUT,70
1967,BTM LAYOUT,MAHADEVAPURA,70
1968,MAHADEVAPURA,CHOODASANDRA,65
1969,CHOODASANDRA,MAHADEVAPURA,65
1970,MAHADEVAPURA,DOMLUR,57
1971,DOMLUR,MAHADEVAPURA,57
1972,MAHADEVAPURA,ELECTRONIC CITY,77
1973,ELECTRONIC CITY,MAHADEVAPURA,77
1974,MAHADEVAPURA,HARALUR,62
1975,HARALUR,MAHADEVAPURA,62
1976,MAHADEVAPURA,J. P. NAGAR,86
1977,J. P. NAGAR,MAHADEVAPURA,86
1978,MAHADEVAPURA,JAYANAGAR,77
1979,JAYANAGAR,MAHADEVAPURA,77
1980,MAHADEVAPURA,KAIKONDRAHALLI,56
1981,KAIKONDRAHALLI,MAHADEVAPURA,56
1982,MAHADEVAPURA,KASAVANAHALLI,61
1983,KASAVANAHALLI,MAHADEVAPURA,61
1984,MAHADEVAPURA,RR NAGAR,96
1985,RR NAGAR,MAHADEVAPURA,96
1986,MAHADEVAPURA,S.G. PALYA,75
1987,S.G. PALYA,MAHADEVAPURA,75
1988,MAHADEVAPURA,BALAGERE,57
1989,BALAGERE,MAHADEVAPURA,57
1990,MAHADEVAPURA,KADUGODI,64
1991,KADUGODI,MAHADEVAPURA,64
1992,MAHADEVAPURA,MATHIKERE,72
1993,MATHIKERE,MAHADEVAPURA,72
1994,MAHADEVAPURA,RAJAJINAGAR,78
1995,RAJAJINAGAR,MAHADEVAPURA,78
1996,MAHADEVAPURA,VIDYARANYAPURA,73
1997,VIDYARANYAPURA,MAHADEVAPURA,73
1998,MAHADEVAPURA,VIJAYANAGAR,86
1999,VIJAYANAGAR,MAHADEVAPURA,86
2000,MAHADEVAPURA,YESWANTHPUR,74
2001,YESWANTHPUR,MAHADEVAPURA,74
2002,MARATHAHALLI,MUNNEKOLLAL,40
2003,MUNNEKOLLAL,MARATHAHALLI,40
2004,MARATHAHALLI,MURGESH PALLYA,50
2005,MURGESH PALLYA,MARATHAHALLI,50
2006,MARATHAHALLI,NEW TIPPASANDRA,50
2007,NEW TIPPASANDRA,MARATHAHALLI,50
2008,MARATHAHALLI,PANATHUR,44
2009,PANATHUR,MARATHAHALLI,44
2010,MARATHAHALLI,WHITEFIELD,44
2011,WHITEFIELD,MARATHAHALLI,44
2012,MARATHAHALLI,AIRPORT,93
2013,AIRPORT,MARATHAHALLI,93
2014,MARATHAHALLI,DEVANAHALLI,95
2015,DEVANAHALLI,MARATHAHALLI,95
2016,MARATHAHALLI,HEBBAL,68
2017,HEBBAL,MARATHAHALLI,68
2018,MARATHAHALLI,THANISANDRA,66
2019,THANISANDRA,MARATHAHALLI,66
2020,MARATHAHALLI,YELAHANKA,88
2021,YELAHANKA,MARATHAHALLI,88
2022,MARATHAHALLI,AREKERE,72
2023,AREKERE,MARATHAHALLI,72
2024,MARATHAHALLI,BANASHANKARI,89
2025,BANASHANKARI,MARATHAHALLI,89
2026,MARATHAHALLI,BELLANDUR,48
2027,BELLANDUR,MARATHAHALLI,48
2028,MARATHAHALLI,BILEKAHALLI,66
2029,BILEKAHALLI,MARATHAHALLI,66
2030,MARATHAHALLI,BOMMANAHALLI,60
2031,BOMMANAHALLI,MARATHAHALLI,60
2032,MARATHAHALLI,BOMMASANDRA,71
2033,BOMMASANDRA,MARATHAHALLI,71
2034,MARATHAHALLI,BTM LAYOUT,62
2035,BTM LAYOUT,MARATHAHALLI,62
2036,MARATHAHALLI,CHOODASANDRA,57
2037,CHOODASANDRA,MARATHAHALLI,57
2038,MARATHAHALLI,DOMLUR,53
2039,DOMLUR,MARATHAHALLI,53
2040,MARATHAHALLI,ELECTRONIC CITY,69
2041,ELECTRONIC CITY,MARATHAHALLI,69
2042,MARATHAHALLI,HARALUR,54
2043,HARALUR,MARATHAHALLI,54
2044,MARATHAHALLI,J. P. NAGAR,78
2045,J. P. NAGAR,MARATHAHALLI,78
2046,MARATHAHALLI,JAYANAGAR,69
2047,JAYANAGAR,MARATHAHALLI,69
2048,MARATHAHALLI,KAIKONDRAHALLI,48
2049,KAIKONDRAHALLI,MARATHAHALLI,48
2050,MARATHAHALLI,KASAVANAHALLI,53
2051,KASAVANAHALLI,MARATHAHALLI,53
2052,MARATHAHALLI,RR NAGAR,96
2053,RR NAGAR,MARATHAHALLI,96
2054,MARATHAHALLI,S.G. PALYA,66
2055,S.G. PALYA,MARATHAHALLI,66
2056,MARATHAHALLI,BALAGERE,49
2057,BALAGERE,MARATHAHALLI,49
2058,MARATHAHALLI,KADUGODI,62
2059,KADUGODI,MARATHAHALLI,62
2060,MARATHAHALLI,MATHIKERE,77
2061,MATHIKERE,MARATHAHALLI,77
2062,MARATHAHALLI,RAJAJINAGAR,83
2063,RAJAJINAGAR,MARATHAHALLI,83
2064,MARATHAHALLI,VIDYARANYAPURA,78
2065,VIDYARANYAPURA,MARATHAHALLI,78
2066,MARATHAHALLI,VIJAYANAGAR,87
2067,VIJAYANAGAR,MARATHAHALLI,87
2068,MARATHAHALLI,YESWANTHPUR,79
2069,YESWANTHPUR,MARATHAHALLI,79
2070,MUNNEKOLLAL,MURGESH PALLYA,53
2071,MURGESH PALLYA,MUNNEKOLLAL,53
2072,MUNNEKOLLAL,NEW TIPPASANDRA,52
2073,NEW TIPPASANDRA,MUNNEKOLLAL,52
2074,MUNNEKOLLAL,PANATHUR,46
2075,PANATHUR,MUNNEKOLLAL,46
2076,MUNNEKOLLAL,WHITEFIELD,45
2077,WHITEFIELD,MUNNEKOLLAL,45
2078,MUNNEKOLLAL,AIRPORT,103
2079,AIRPORT,MUNNEKOLLAL,103
2080,MUNNEKOLLAL,DEVANAHALLI,106
2081,DEVANAHALLI,MUNNEKOLLAL,106
2082,MUNNEKOLLAL,HEBBAL,78
2083,HEBBAL,MUNNEKOLLAL,78
2084,MUNNEKOLLAL,THANISANDRA,76
2085,THANISANDRA,MUNNEKOLLAL,76
2086,MUNNEKOLLAL,YELAHANKA,98
2087,YELAHANKA,MUNNEKOLLAL,98
2088,MUNNEKOLLAL,AREKERE,74
2089,AREKERE,MUNNEKOLLAL,74
2090,MUNNEKOLLAL,BANASHANKARI,90
2091,BANASHANKARI,MUNNEKOLLAL,90
2092,MUNNEKOLLAL,BELLANDUR,50
2093,BELLANDUR,MUNNEKOLLAL,50
2094,MUNNEKOLLAL,BILEKAHALLI,68
2095,BILEKAHALLI,MUNNEKOLLAL,68
2096,MUNNEKOLLAL,BOMMANAHALLI,62
2097,BOMMANAHALLI,MUNNEKOLLAL,62
2098,MUNNEKOLLAL,BOMMASANDRA,73
2099,BOMMASANDRA,MUNNEKOLLAL,73
2100,MUNNEKOLLAL,BTM LAYOUT,64
2101,BTM LAYOUT,MUNNEKOLLAL,64
2102,MUNNEKOLLAL,CHOODASANDRA,59
2103,CHOODASANDRA,MUNNEKOLLAL,59
2104,MUNNEKOLLAL,DOMLUR,55
2105,DOMLUR,MUNNEKOLLAL,55
2106,MUNNEKOLLAL,ELECTRONIC CITY,71
2107,ELECTRONIC CITY,MUNNEKOLLAL,71
2108,MUNNEKOLLAL,HARALUR,56
2109,HARALUR,MUNNEKOLLAL,56
2110,MUNNEKOLLAL,J. P. NAGAR,80
2111,J. P. NAGAR,MUNNEKOLLAL,80
2112,MUNNEKOLLAL,JAYANAGAR,71
2113,JAYANAGAR,MUNNEKOLLAL,71
2114,MUNNEKOLLAL,KAIKONDRAHALLI,50
2115,KAIKONDRAHALLI,MUNNEKOLLAL,50
2116,MUNNEKOLLAL,KASAVANAHALLI,55
2117,KASAVANAHALLI,MUNNEKOLLAL,55
2118,MUNNEKOLLAL,RR NAGAR,99
2119,RR NAGAR,MUNNEKOLLAL,99
2120,MUNNEKOLLAL,S.G. PALYA,68
2121,S.G. PALYA,MUNNEKOLLAL,68
2122,MUNNEKOLLAL,BALAGERE,49
2123,BALAGERE,MUNNEKOLLAL,49
2124,MUNNEKOLLAL,KADUGODI,62
2125,KADUGODI,MUNNEKOLLAL,62
2126,MUNNEKOLLAL,MATHIKERE,87
2127,MATHIKERE,MUNNEKOLLAL,87
2128,MUNNEKOLLAL,RAJAJINAGAR,94
2129,RAJAJINAGAR,MUNNEKOLLAL,94
2130,MUNNEKOLLAL,VIDYARANYAPURA,88
2131,VIDYARANYAPURA,MUNNEKOLLAL,88
2132,MUNNEKOLLAL,VIJAYANAGAR,89
2133,VIJAYANAGAR,MUNNEKOLLAL,89
2134,MUNNEKOLLAL,YESWANTHPUR,89
2135,YESWANTHPUR,MUNNEKOLLAL,89
2136,MURGESH PALLYA,NEW TIPPASANDRA,42
2137,NEW TIPPASANDRA,MURGESH PALLYA,42
2138,MURGESH PALLYA,PANATHUR,60
2139,PANATHUR,MURGESH PALLYA,60
2140,MURGESH PALLYA,WHITEFIELD,58
2141,WHITEFIELD,MURGESH PALLYA,58
2142,MURGESH PALLYA,AIRPORT,101
2143,AIRPORT,MURGESH PALLYA,101
2144,MURGESH PALLYA,DEVANAHALLI,103
2145,DEVANAHALLI,MURGESH PALLYA,103
2146,MURGESH PALLYA,HEBBAL,76
2147,HEBBAL,MURGESH PALLYA,76
2148,MURGESH PALLYA,THANISANDRA,74
2149,THANISANDRA,MURGESH PALLYA,74
2150,MURGESH PALLYA,YELAHANKA,95
2151,YELAHANKA,MURGESH PALLYA,95
2152,MURGESH PALLYA,AREKERE,77
2153,AREKERE,MURGESH PALLYA,77
2154,MURGESH PALLYA,BANASHANKARI,77
2155,BANASHANKARI,MURGESH PALLYA,77
2156,MURGESH PALLYA,BELLANDUR,59
2157,BELLANDUR,MURGESH PALLYA,59
2158,MURGESH PALLYA,BILEKAHALLI,70
2159,BILEKAHALLI,MURGESH PALLYA,70
2160,MURGESH PALLYA,BOMMANAHALLI,65
2161,BOMMANAHALLI,MURGESH PALLYA,65
2162,MURGESH PALLYA,BOMMASANDRA,81
2163,BOMMASANDRA,MURGESH PALLYA,81
2164,MURGESH PALLYA,BTM LAYOUT,67
2165,BTM LAYOUT,MURGESH PALLYA,67
2166,MURGESH PALLYA,CHOODASANDRA,70
2167,CHOODASANDRA,MURGESH PALLYA,70
2168,MURGESH PALLYA,DOMLUR,40
2169,DOMLUR,MURGESH PALLYA,40
2170,MURGESH PALLYA,ELECTRONIC CITY,74
2171,ELECTRONIC CITY,MURGESH PALLYA,74
2172,MURGESH PALLYA,HARALUR,64
2173,HARALUR,MURGESH PALLYA,64
2174,MURGESH PALLYA,J. P. NAGAR,83
2175,J. P. NAGAR,MURGESH PALLYA,83
2176,MURGESH PALLYA,JAYANAGAR,67
2177,JAYANAGAR,MURGESH PALLYA,67
2178,MURGESH PALLYA,KAIKONDRAHALLI,58
2179,KAIKONDRAHALLI,MURGESH PALLYA,58
2180,MURGESH PALLYA,KASAVANAHALLI,63
2181,KASAVANAHALLI,MURGESH PALLYA,63
2182,MURGESH PALLYA,RR NAGAR,84
2183,RR NAGAR,MURGESH PALLYA,84
2184,MURGESH PALLYA,S.G. PALYA,63
2185,S.G. PALYA,MURGESH PALLYA,63
2186,MURGESH PALLYA,BALAGERE,63
2187,BALAGERE,MURGESH PALLYA,63
2188,MURGESH PALLYA,KADUGODI,75
2189,KADUGODI,MURGESH PALLYA,75
2190,MURGESH PALLYA,MATHIKERE,82
2191,MATHIKERE,MURGESH PALLYA,82
2192,MURGESH PALLYA,RAJAJINAGAR,79
2193,RAJAJINAGAR,MURGESH PALLYA,79
2194,MURGESH PALLYA,VIDYARANYAPURA,86
2195,VIDYARANYAPURA,MURGESH PALLYA,86
2196,MURGESH PALLYA,VIJAYANAGAR,74
2197,VIJAYANAGAR,MURGESH PALLYA,74
2198,MURGESH PALLYA,YESWANTHPUR,83
2199,YESWANTHPUR,MURGESH PALLYA,83
2200,NEW TIPPASANDRA,PANATHUR,61
2201,PANATHUR,NEW TIPPASANDRA,61
2202,NEW TIPPASANDRA,WHITEFIELD,55
2203,WHITEFIELD,NEW TIPPASANDRA,55
2204,NEW TIPPASANDRA,AIRPORT,91
2205,AIRPORT,NEW TIPPASANDRA,91
2206,NEW TIPPASANDRA,DEVANAHALLI,93
2207,DEVANAHALLI,NEW TIPPASANDRA,93
2208,NEW TIPPASANDRA,HEBBAL,66
2209,HEBBAL,NEW TIPPASANDRA,66
2210,NEW TIPPASANDRA,THANISANDRA,64
2211,THANISANDRA,NEW TIPPASANDRA,64
2212,NEW TIPPASANDRA,YELAHANKA,85
2213,YELAHANKA,NEW TIPPASANDRA,85
2214,NEW TIPPASANDRA,AREKERE,81
2215,AREKERE,NEW TIPPASANDRA,81
2216,NEW TIPPASANDRA,BANASHANKARI,82
2217,BANASHANKARI,NEW TIPPASANDRA,82
2218,NEW TIPPASANDRA,BELLANDUR,63
2219,BELLANDUR,NEW TIPPASANDRA,63
2220,NEW TIPPASANDRA,BILEKAHALLI,74
2221,BILEKAHALLI,NEW TIPPASANDRA,74
2222,NEW TIPPASANDRA,BOMMANAHALLI,69
2223,BOMMANAHALLI,NEW TIPPASANDRA,69
2224,NEW TIPPASANDRA,BOMMASANDRA,85
2225,BOMMASANDRA,NEW TIPPASANDRA,85
2226,NEW TIPPASANDRA,BTM LAYOUT,71
2227,BTM LAYOUT,NEW TIPPASANDRA,71
2228,NEW TIPPASANDRA,CHOODASANDRA,74
2229,CHOODASANDRA,NEW TIPPASANDRA,74
2230,NEW TIPPASANDRA,DOMLUR,46
2231,DOMLUR,NEW TIPPASANDRA,46
2232,NEW TIPPASANDRA,ELECTRONIC CITY,78
2233,ELECTRONIC CITY,NEW TIPPASANDRA,78
2234,NEW TIPPASANDRA,HARALUR,68
2235,HARALUR,NEW TIPPASANDRA,68
2236,NEW TIPPASANDRA,J. P. NAGAR,87
2237,J. P. NAGAR,NEW TIPPASANDRA,87
2238,NEW TIPPASANDRA,JAYANAGAR,71
2239,JAYANAGAR,NEW TIPPASANDRA,71
2240,NEW TIPPASANDRA,KAIKONDRAHALLI,62
2241,KAIKONDRAHALLI,NEW TIPPASANDRA,62
2242,NEW TIPPASANDRA,KASAVANAHALLI,67
2243,KASAVANAHALLI,NEW TIPPASANDRA,67
2244,NEW TIPPASANDRA,RR NAGAR,88
2245,RR NAGAR,NEW TIPPASANDRA,88
2246,NEW TIPPASANDRA,S.G. PALYA,67
2247,S.G. PALYA,NEW TIPPASANDRA,67
2248,NEW TIPPASANDRA,BALAGERE,60
2249,BALAGERE,NEW TIPPASANDRA,60
2250,NEW TIPPASANDRA,KADUGODI,73
2251,KADUGODI,NEW TIPPASANDRA,73
2252,NEW TIPPASANDRA,MATHIKERE,75
2253,MATHIKERE,NEW TIPPASANDRA,75
2254,NEW TIPPASANDRA,RAJAJINAGAR,78
2255,RAJAJINAGAR,NEW TIPPASANDRA,78
2256,NEW TIPPASANDRA,VIDYARANYAPURA,76
2257,VIDYARANYAPURA,NEW TIPPASANDRA,76
2258,NEW TIPPASANDRA,VIJAYANAGAR,79
2259,VIJAYANAGAR,NEW TIPPASANDRA,79
2260,NEW TIPPASANDRA,YESWANTHPUR,77
2261,YESWANTHPUR,NEW TIPPASANDRA,77
2262,PANATHUR,WHITEFIELD,43
2263,WHITEFIELD,PANATHUR,43
2264,PANATHUR,AIRPORT,107
2265,AIRPORT,PANATHUR,107
2266,PANATHUR,DEVANAHALLI,109
2267,DEVANAHALLI,PANATHUR,109
2268,PANATHUR,HEBBAL,82
2269,HEBBAL,PANATHUR,82
2270,PANATHUR,THANISANDRA,80
2271,THANISANDRA,PANATHUR,80
2272,PANATHUR,YELAHANKA,101
